Time,Text
2:41:15,I hope you are getting lot of water in your mouth while working on this project uh so you have done a lot of hard work
2:41:21,so maybe order some of these things and just enjoy give your mind a break okay you have two mangoes let's see left now
2:41:28,you can say that's it that's it please place an order
2:41:36,awesome we placed an order order number 44. if you go to the database you will find
2:41:43,a record order number 44 should be there 44 is there hooray
2:41:50,I need to pay 10 at the time of delivery uh and let's say you wait you're very
2:41:56,hungry you're waiting for 15 minute order is not there yet you will say hey
2:42:02,track order what is the order ID 44 or 43 44 is not available okay why did I
2:42:10,get that okay let's check so here track order takes one position
2:42:16,argument but two given got it so remember we are passing two arguments so
2:42:22,one we need to pass session ID as well although we are not using it but it's a
2:42:28,string I think that was the error so you can hit save restart the server you can
2:42:33,once again say track order 44 and it is in progress at some point
2:42:41,when the order is dispatched someone from the back end the other system will
2:42:48,change this order from in progress to let's say in transit okay that's gonna happen through some
2:42:54,other system and when that happens and when now you tracked order number 44 it
2:43:00,will say it is in transit okay it is saying it is in progress maybe it is little slow I already applied applied
2:43:11,okay I see it is going on because I have an as open connection actually so the
2:43:18,order is not committed because my connection is still open in my back end so I need to exit
2:43:24,I need to just I think I can just restart the server
2:43:29,and when you restart the server here let's see
2:43:37,see this came it in transit and now when you check 44 it should say in transit
2:43:45,so this is working good end to end now let's go to Integrations and through
2:43:51,integration see it provides variety of Integrations where you can integrate your chat board to twilio a Via Way a
2:43:58,variety of platforms slack you name it there's a web demo by the way if you
2:44:03,click on it if it says enable button just click on that and when you click on this thing
2:44:10,you'll get this kind of window and here see hey what do you want to do new order
2:44:16,this is now full-fledged chatbot two pizzas
2:44:24,and it plays the order sorry I did not understand oh yeah see TWP I had a typo two pizzas
2:44:32,one rava dancer and it will add that order uh hey please
2:44:39,remove I don't want rawatosa I want to add
2:44:46,masala dosa actually I change my mind add one masala dosa see we need to
2:44:52,specify quantity and now I have two Pizza one masala dosa
2:44:58,do you need anything else nope your order is placed 45 okay and you can also
2:45:04,track the order what is your order ID 45 okay you can also say my order ID
2:45:14,is 41 you can use different type of language and it will still work so my
2:45:19,chat board is ready uh as a Next Step we are going to integrate this chat
2:45:25,board into a website let's now create a website very quickly once again using
2:45:31,chat GPT I went to chat GPD and said create me a website for Pandey Eatery
2:45:38,the website should have visual look and feel and it should have only following items so it created me a layout which looks
2:45:45,pretty good like very basic structure then I said create HTML and CSS code for
2:45:51,it and you can give any specific guideline let's say you want orange orange theme or red or yellow theme
2:45:57,whatever you like it will generate a basic HTML and CSS score it will not
2:46:03,generate images by the way so immediately is something you have to get on your own
2:46:10,I took all of this code I gave a lot of instructions I'm not going to go over all of them because
2:46:16,this is not a web development tutorial essentially but I just want to highlight that using chat GPT even if you don't
2:46:23,know web programming you can still create a website and I have given the code of that
2:46:31,in the front-end directory so if you have downloaded our main folder you
2:46:37,would see front-end directory so that front-end directory has all these files so I give couple of images so I created
2:46:44,these images On My Own by the way uh using variety of tools
2:46:49,and then I also got some Banner from the subscription that I have I have put I I use PowerPoint and created all these
2:46:57,logos all of this was done pretty quickly and food is a directory which
2:47:02,has the food website okay okay so this is I think something different but home.html is the main HTML page and this
2:47:10,is called uh your cascading uh style sheet you know it defines the visual
2:47:15,look and feel of the website now when you double click on this particular website
2:47:21,you will see uh the website comes up and this particular thing comes up at the bottom
2:47:27,okay so this is this is what comes up when you say hi it will say New Order or track order and the way we got this chat
2:47:35,window in our website is using this iframe control
2:47:42,so this I frame controller you can just copy paste in it into your website code so here I have my HTML code so I copy
2:47:49,pasted it and all it is doing is it is going to through some Cloud function https
2:47:56,console.dilockflow.com and it is giving this specific ID for that chatbot I also
2:48:01,created by the way this special class called chat board and put it in my style sheet and I used chat GPT for it so if
2:48:09,you know how to install chat GPT you can create website easily uh and now that I have a website
2:48:17,I can test the whole thing end to end on the website itself so here on the
2:48:23,website I will say Place me a new order it will say what order I will say one
2:48:29,biryani and anything else no please
2:48:34,[Music] you know complete the order complete the order
2:48:40,and the order is completed see it's working there is a website there is a chat board and it is working end to end
2:48:47,you can say track order and 46.
2:48:53,all right so this is complete our website is ready uh
2:48:58,once again I did not go through a lot of HTML and CSS fundamentals here because this is not a web development tutorial
2:49:04,it is an NLP tutorial uh you will find all the code in the front-end directory
2:49:11,so when you download this you will you will have three type of directories
2:49:17,front-end back-end and dialogflow assets so front end will have all the website code backend has our obviously our
2:49:24,python code our database has database dump and this assets have the training
2:49:31,phrases so hooray good job website is complete and we have a chat board
2:49:37,integrated into our website now now comes the most interesting part of this entire tutorial which is exercise folks
2:49:44,without practicing you're not going to learn it so I am assuming so far you have practice along with me and I'm
2:49:50,going to give you two exercises the first one is there is an issue with incomplete order and this will happen in
2:49:56,real life too when you deploy the first version of your chat board it's not going to be perfect there will be issues
2:50:03,which will be reported by Beta users or even in production you will find issues so you have to go through the iteration
2:50:08,to make your chat board perfect here what is happening is let's say you added
2:50:13,two Pizza in your order correct so right now is saying you have two Pizza in your order but someone let's say by mistake
2:50:21,without completing the order they are saying New Order you see at this point
2:50:27,body is asking you do you need anything else you should say no please complete the order but you are not saying that
2:50:33,you are saying New Order and you have started New Order whereas the previous order of two Pisa is
2:50:40,incomplete okay now let's say I want rawa Dosa this time so two rava dosa
2:50:46,okay look at that that's a problem I only ordered two robot Dosa because the New
2:50:52,Order forget everything that I said before but it is still remembering that you order two Pizza in the previous
2:51:00,iteration this is a problem whenever someone says New Order you need to clean
2:51:05,your cash you need to clean your in progress order dictionary so that is one
2:51:11,exercise that you have to work on the second exercise is actually simple the
2:51:16,only two option New Order track order add a third option called store hours and when someone says give me store
2:51:23,hours you should return a fixed response you don't need to call back in just from
2:51:28,dialogflow text response you can return this folks this is going to be very easy okay so please don't complain you can do
2:51:35,this very very easily once you have done both of these exercises write a nice LinkedIn post where you are summarizing
2:51:43,your work you're saying I did this project here are my key learnings what
2:51:48,are the things you need to take care when building a chat board such as developing intents going through the
2:51:53,flow going through that whole cycle talk about MVP scope of work you should talk about non-technical things in this
2:52:01,LinkedIn post and then post this on LinkedIn see LinkedIn is super important
2:52:06,folks because it helps you build online credibility in the post you can give
2:52:12,credits if you like this video obviously and you can also just give a tag like we
2:52:18,have on LinkedIn we have a company so you can just say hashtag code Basics you can put my name my co-partner Hammond's
2:52:24,name and doing that activity on LinkedIn can actually help you get a job because
2:52:30,there is a person who got a job by doing this so what we do is on code Basics dot Io if you go we conduct this resume
2:52:37,project challenges and in that challenge we give your data set and you build analytics dashboard
2:52:44,and so on and we evaluate their entries and these people have a habit of writing
2:52:50,LinkedIn posts so Irish summer was the first winner he wrote this LinkedIn post and actually he got a job as a data
2:52:55,analyst in integ enterprising just because of this post because when he became winner I posted separately saying
2:53:02,that uh you know Aaron won this Etc and he got an interview call but if you
2:53:08,don't consider that whole resume project challenge in general if you're learning something post it on LinkedIn because other people are going to notice your
2:53:14,word they are going to notice your English return skill iron did a nice presentation by the way see this is an
2:53:21,amazing presentation that he made and here he shared all his insights maybe
2:53:28,for this project you can make a nice presentation in PowerPoint or whatever
2:53:34,presentation tool you like and present your Insight because presentation skills
2:53:39,are very important for a data scientist or even NLP engineer so by doing that you are getting a chance to practice
2:53:45,those soft skills and you're showcasing those skills to the world so folks this is actually very important okay do not
2:53:51,ignore this you have watched this entire video you have spent so much hard work on this so far so please finish that
2:53:58,hard work by completing those two simple exercises and also finishing uh this
2:54:05,particular aspect of the exercise which is posting on LinkedIn see he's he's tagging my company he's saying thanks
2:54:12,whatever you can do all of that another thing I want to mention is on core basic.io resume a project challenge we
2:54:19,are going to post new challenge on dialogue flow only so folks if you have not please register it's free by the way
2:54:25,this whole project challenge is free you don't have to pay a single uh penny for this make a login to codebasic.io and
2:54:32,whenever new challenge comes out we send email to those folks that challenge will be based
2:54:39,on whatever you learned from today's tutorial and whoever wins we give them prizes to okay so all that information
2:54:45,is here go to codebasic.io resume your projects you will find that make sure you participate in that upcoming
2:54:52,challenge it will be on building chatbot using dialog flow and we will take a
2:54:58,different use case all together but whatever you learn from this video is going to be useful to you
2:55:05,[Music]
2:55:20,thank you
